ad_name,status,ad_type,product_code,bidding_mode,placement,ad_started_at,impressions,clicks,ctr,conversions,direct_conversions,cvr,direct_cvr,cost_per_conversion,units_sold,direct_units_sold,gmv,direct_gmv,spend,roas,direct_roas,period_start,period_end,granularity,days_in_period,is_shop_level,cpc,aov,spend_per_day,units_per_day,brand,family
"InKano Seville - Sleeveless midi dress wanita bahan katun warna beige coklat muda, navy blue, pearl ivory, peanut coklat tua [6]",Berjalan,Iklan Produk,5418636273,GMV Max ROAS,Semua Penempatan,2024-06-08,199783.0,7597.0,0.038,95.0,43.0,0.0125,0.005699999999999999,22029.19,96.0,43.0,21641400.0,9571200.0,2092773.0,10.34,4.57,2025-05-01,2025-05-31,monthly,31,False,275.47,225431.25,67508.81,3.097,inkano,seville
"InKano Waves - Midi dress bahan katun warna Putih (berfuring), Beige, Biru tua, Coklat tua, Hitam [7]",Berjalan,Iklan Produk,6137355964,GMV Max ROAS,Semua Penempatan,2024-06-08,194244.0,7693.0,0.039599999999999996,117.0,74.0,0.0152,0.0096,22569.03,125.0,78.0,26490200.0,15914400.0,2640577.0,10.03,6.03,2025-05-01,2025-05-31,monthly,31,False,343.24,211921.6,85179.9,4.032,inkano,waves
InKano - Haze - Atasan rajut basic wanita dengan bahan full katun inner basic wanita lengan panjang,Berjalan,Iklan Produk,26214700605,GMV Max ROAS,Semua Penempatan,2024-10-22,188944.0,9431.0,0.0499,70.0,41.0,0.0074,0.0043,25638.69,72.0,41.0,17893050.0,10349000.0,1794709.0,9.97,5.77,2025-05-01,2025-05-31,monthly,31,False,190.3,248514.58,57893.84,2.323,inkano,haze
InKano Ann Cardie - Cadigan wanita katun outer rajut korean style [9],Berjalan,Iklan Produk,21486955097,GMV Max ROAS,Semua Penempatan,2024-07-10,157765.0,7664.0,0.048600000000000004,74.0,12.0,0.0097,0.0016,25746.42,78.0,12.0,20657200.0,3588000.0,1905235.0,10.84,1.88,2025-05-01,2025-05-31,monthly,31,False,248.6,264835.9,61459.19,2.516,inkano,ann
InKano Basic Tee - Kaos wanita full katun atasan wanita basic lengan pendek,Berjalan,Iklan Produk,26514706880,GMV Max ROAS,Semua Penempatan,2024-10-22,155213.0,5973.0,0.0385,133.0,99.0,0.0223,0.0166,12099.43,152.0,117.0,17544350.0,11963100.0,1609225.0,10.9,7.43,2025-05-01,2025-05-31,monthly,31,False,269.42,115423.36,51910.48,4.903,inkano,kaos
InKano Rene Cardigan - Everyday cardigan wanita outerwear wanita knit cardigan cotton viscose [4],Berjalan,Iklan Produk,24571129042,GMV Max ROAS,Semua Penempatan,2024-06-11,136524.0,4930.0,0.0361,83.0,39.0,0.0168,0.0079,29014.42,86.0,39.0,27591750.0,14391000.0,2408196.0,11.46,5.98,2025-05-01,2025-05-31,monthly,31,False,488.48,320834.3,77683.74,2.774,inkano,rene
InKano Acacia - Outerwear wanita dengan details bordir dan kain bertekstur linen,Berjalan,Iklan Produk,24593052285,GMV Max ROAS,Semua Penempatan,2025-04-14,136250.0,7343.0,0.053899999999999997,53.0,18.0,0.0072,0.0025,29572.34,55.0,19.0,15891300.0,5551000.0,1567334.0,10.14,3.54,2025-05-01,2025-05-31,monthly,31,False,213.45,288932.73,50559.16,1.774,inkano,acacia
"InKano Cycle Jacket - See through jacket texturized fabric jaket wanita dengan hoodie warna beige, dusty pink, coklat [6]",Berjalan,Iklan Produk,22619901508,GMV Max ROAS,Semua Penempatan,2024-06-11,136107.0,8250.0,0.060599999999999994,52.0,26.0,0.0063,0.0032,21503.38,54.0,27.0,11853200.0,5373000.0,1118176.0,10.6,4.81,2025-05-01,2025-05-31,monthly,31,False,135.54,219503.7,36070.19,1.742,inkano,cycle
"InKano Gianna - Dress rayon dengan details ikat warna hitam, coklat muda, hijau olive dan soft pink [5]",Berjalan,Iklan Produk,4520695814,GMV Max ROAS,Semua Penempatan,2024-06-08,118450.0,6074.0,0.0513,41.0,23.0,0.0068000000000000005,0.0038,28184.08,42.0,24.0,9965300.0,5473100.0,1155547.0,8.62,4.74,2025-05-01,2025-05-31,monthly,31,False,190.24,237269.05,37275.71,1.355,inkano,gianna
"InKano - River - Sleeveless maxi cotton knit dress / Dress rajut katun panjang warna beige coklat susu, cloud grey abu muda, stone, asphalt abu tua [5]",Berjalan,Iklan Produk,9066211366,GMV Max ROAS,Semua Penempatan,2024-07-18,117260.0,4889.0,0.0417,51.0,19.0,0.0104,0.0039000000000000003,27191.37,57.0,20.0,13979050.0,5580000.0,1386760.0,10.08,4.02,2025-05-01,2025-05-31,monthly,31,False,283.65,245246.49,44734.19,1.839,inkano,river
"InKano - Sparrow - Sleeveless maxi dress dengan texture plisket berfuring warna putih gading, abu muda, pink, coklat [4]",Berjalan,Iklan Produk,8150225187,GMV Max ROAS,Semua Penempatan,2024-07-10,113639.0,3925.0,0.0345,63.0,51.0,0.0161,0.013000000000000001,31488.64,66.0,54.0,16305900.0,13197000.0,1983784.0,8.22,6.65,2025-05-01,2025-05-31,monthly,31,False,505.42,247059.09,63993.03,2.129,inkano,sparrow
"InKano - Crest - Pleated dress wanita sleeveless, dress wanita plisket tanpa lengan",Berjalan,Iklan Produk,24238660941,GMV Max ROAS,Semua Penempatan,2024-11-25,106124.0,3330.0,0.031400000000000004,54.0,26.0,0.016200000000000003,0.0078000000000000005,29785.5,54.0,26.0,16965300.0,8814000.0,1608417.0,10.55,5.48,2025-05-01,2025-05-31,monthly,31,False,483.01,314172.22,51884.42,1.742,inkano,crest
"InKano - Basic Shirt - Kemeja basic rayon full kancing warna putih, hitam dan biru navy [4]",Berjalan,Iklan Produk,4654707139,GMV Max ROAS,Semua Penempatan,2024-06-11,103830.0,5582.0,0.0538,78.0,46.0,0.013999999999999999,0.008199999999999999,18111.45,78.0,46.0,14180090.0,7774000.0,1412693.0,10.04,5.5,2025-05-01,2025-05-31,monthly,31,False,253.08,181796.03,45570.74,2.516,inkano,shirt
InKano - Lyn - Atasan wanita tanpa lengan sleveless top wanita dengan bahan ironless dan flowy dan details drape di pundak,Berjalan,Iklan Produk,28753233081,GMV Max ROAS,Semua Penempatan,2024-06-24,99708.0,3691.0,0.037000000000000005,45.0,34.0,0.012199999999999999,0.0092,22772.27,48.0,36.0,8346300.0,6084000.0,1024752.0,8.14,5.94,2025-05-01,2025-05-31,monthly,31,False,277.64,173881.25,33056.52,1.548,inkano,lyn
InKano Hayes - Sleeveless dress wanita dengan details plisket di bagian depan,Berjalan,Iklan Produk,27029888504,GMV Max ROAS,Semua Penempatan,2025-04-14,93032.0,3656.0,0.0393,49.0,23.0,0.0134,0.0063,26645.82,50.0,23.0,12716400.0,6007000.0,1305645.0,9.74,4.6,2025-05-01,2025-05-31,monthly,31,False,357.12,254328.0,42117.58,1.613,inkano,hayes
InKano - Gale - Rok satin wanita warna bw creme dan hitam,Berjalan,Iklan Produk,28364865828,GMV Max ROAS,Semua Penempatan,2024-10-24,89493.0,4661.0,0.0521,70.0,46.0,0.015,0.009899999999999999,20902.81,72.0,48.0,14056450.0,9124200.0,1463197.0,9.61,6.24,2025-05-01,2025-05-31,monthly,31,False,313.92,195228.47,47199.9,2.323,inkano,gale
InKano Caise Skirt - Rok midi wanita straight midi slim skirt warna abu dan hitam [4],Berjalan,Iklan Produk,22959279323,GMV Max ROAS,Semua Penempatan,2024-06-09,87755.0,3691.0,0.0421,59.0,29.0,0.016,0.0079,18558.61,61.0,31.0,10443150.0,4833600.0,1094958.0,9.54,4.41,2025-05-01,2025-05-31,monthly,31,False,296.66,171199.18,35321.23,1.968,inkano,caise
"InKano Dales Cargo Pants - Cargo pants wanita celana panjang cargo wanita pinggang full karet warna beige, light grey, khaki [2]",Berjalan,Iklan Produk,25506769709,GMV Max ROAS,Semua Penempatan,2024-06-17,74829.0,2291.0,0.030600000000000002,41.0,21.0,0.0179,0.0092,26137.29,42.0,22.0,12177640.0,7238000.0,1071629.0,11.36,6.75,2025-05-01,2025-05-31,monthly,31,False,467.76,289943.81,34568.68,1.355,inkano,dales
"InKano - Float - 2 ways blouse wanita sleeveless bahan crinkle reversible square and v neck warna coklat,biru abu,biru tua muda [5]",Berjalan,Iklan Produk,18804681664,GMV Max ROAS,Semua Penempatan,2024-06-09,74811.0,3013.0,0.0403,55.0,21.0,0.0183,0.006999999999999999,17317.41,58.0,23.0,8975800.0,2967000.0,952458.0,9.42,3.12,2025-05-01,2025-05-31,monthly,31,False,316.12,154755.17,30724.45,1.871,inkano,float
"InKano Ravine - Sleveless dress wanita ironless crinkle fabric, midi inner dress wanita",Berjalan,Iklan Produk,25532425535,GMV Max ROAS,Semua Penempatan,2024-06-24,74358.0,3290.0,0.044199999999999996,51.0,21.0,0.0155,0.0064,19401.45,52.0,22.0,10404500.0,4028000.0,989474.0,10.52,4.07,2025-05-01,2025-05-31,monthly,31,False,300.75,200086.54,31918.52,1.677,inkano,ravine
InKano Cassia - Outer knit wanita lengan panjang dengan scallop hemming outerwear rajut wanita,Berjalan,Iklan Produk,27062867019,GMV Max ROAS,Semua Penempatan,2024-11-04,72405.0,2699.0,0.0373,31.0,13.0,0.0115,0.0048,26272.03,36.0,14.0,10052650.0,4746000.0,814433.0,12.34,5.83,2025-05-01,2025-05-31,monthly,31,False,301.75,279240.28,26272.03,1.161,inkano,cassia
InKano Alpine - Celana denim wanita relaxed fit dengan elastic di bagian belakang,Berjalan,Iklan Produk,29777681282,GMV Max ROAS,Semua Penempatan,2025-03-01,72067.0,2163.0,0.03,50.0,16.0,0.0231,0.0074,28456.23,51.0,16.0,13745300.0,5528600.0,1422812.0,9.66,3.89,2025-05-01,2025-05-31,monthly,31,False,657.8,269515.69,45897.16,1.645,inkano,alpine
InKano Soleil - Rok wanita dengan pinggang karet dan details kerut,Berjalan,Iklan Produk,25641348214,GMV Max ROAS,Semua Penempatan,2025-02-15,70284.0,3698.0,0.0526,30.0,12.0,0.008100000000000001,0.0032,31685.88,30.0,12.0,7568950.0,2988200.0,950576.0,7.96,3.14,2025-05-01,2025-05-31,monthly,31,False,257.05,252298.33,30663.74,0.968,inkano,soleil
"InKano Fig Skirt - Rok wanita structured flare skirt warna offwhite, coksu, hitam [7]",Berjalan,Iklan Produk,22444569998,GMV Max ROAS,Semua Penempatan,2024-06-08,69682.0,2600.0,0.0373,39.0,11.0,0.015,0.0042,28082.54,40.0,12.0,8918950.0,3142100.0,1095219.0,8.14,2.87,2025-05-01,2025-05-31,monthly,31,False,421.24,222973.75,35329.65,1.29,inkano,fig
"InKano Paige - Kemeja rayon wanita full kancing warna putih, coklat muda, hitam, olive, hijau sage, biru tua, biru muda [3]",Berjalan,Iklan Produk,6273145078,GMV Max ROAS,Semua Penempatan,2025-04-12,59315.0,1514.0,0.0255,31.0,13.0,0.020499999999999997,0.0086,25201.03,36.0,18.0,6025250.0,2846100.0,781232.0,7.71,3.64,2025-05-01,2025-05-31,monthly,31,False,516.01,167368.06,25201.03,1.161,inkano,paige
"InKano - Oak - Rok midi dengan pinggang karet dan drawstring bahan katun warna ivory, coklat [7]",Berjalan,Iklan Produk,12963277331,GMV Max ROAS,Semua Penempatan,2024-06-09,54446.0,2943.0,0.0541,38.0,21.0,0.0129,0.0070999999999999995,21097.83,39.0,22.0,7442800.0,3938000.0,801718.0,9.28,4.91,2025-05-01,2025-05-31,monthly,31,False,272.42,190841.03,25861.87,1.258,inkano,oak
"InKano Waves - Midi dress bahan katun warna Putih (berfuring), Beige, Biru tua, Coklat tua, Hitam [5]",Berjalan,Iklan Produk,3537453641,GMV Max ROAS,Semua Penempatan,2025-03-19,53584.0,1850.0,0.0345,21.0,10.0,0.011399999999999999,0.0054,30272.92,22.0,10.0,4497200.0,2030000.0,635731.0,7.07,3.19,2025-05-01,2025-05-31,monthly,31,False,343.64,204418.18,20507.45,0.71,inkano,waves
"InKano Paige - Kemeja rayon wanita full kancing warna putih, coklat muda, hitam, olive, hijau sage, biru tua, biru muda [4]",Berjalan,Iklan Produk,4216455466,GMV Max ROAS,Semua Penempatan,2024-06-08,52735.0,2083.0,0.0395,48.0,19.0,0.023,0.0091,16974.14,50.0,19.0,7763150.0,2989200.0,814759.0,9.53,3.67,2025-05-01,2025-05-31,monthly,31,False,391.15,155263.0,26282.55,1.613,inkano,paige
InKano Tether - Rok midi wanita dengan serat bahan tencel rok kerja wanita casual,Berjalan,Iklan Produk,29220727488,GMV Max ROAS,Semua Penempatan,2024-12-16,51502.0,2210.0,0.0429,21.0,6.0,0.0095,0.0027,30276.25,22.0,6.0,5652800.0,1844000.0,635801.0,8.89,2.9,2025-05-01,2025-05-31,monthly,31,False,287.69,256945.45,20509.71,0.71,inkano,tether
InKano Solstice Dress - Dress maxi wanita dengan tali spaghetti strap,Berjalan,Iklan Produk,43350410595,GMV Max ROAS,Semua Penempatan,2025-05-15,49111.0,1441.0,0.029300000000000003,26.0,19.0,0.018000000000000002,0.0132,28625.14,30.0,23.0,5948900.0,4447000.0,744254.0,7.99,5.98,2025-05-01,2025-05-31,monthly,31,False,516.48,198296.67,24008.19,0.968,inkano,solstice
InKano Cascade - Everyday sleeveless top wanita atasan wanita sleevelss bahan parasut,Berjalan,Iklan Produk,29802573288,GMV Max ROAS,Semua Penempatan,2024-06-13,46302.0,2484.0,0.0536,28.0,16.0,0.0113,0.0064,19003.36,28.0,16.0,4679500.0,2369100.0,532094.0,8.79,4.45,2025-05-01,2025-05-31,monthly,31,False,214.21,167125.0,17164.32,0.903,inkano,cascade
InKano Fable - Kemeja katun wanita shirtdress dengan kancing full depan warna hitam dan abu [4],Berjalan,Iklan Produk,9449724340,GMV Max ROAS,Semua Penempatan,2024-06-09,44611.0,1369.0,0.030699999999999998,19.0,10.0,0.0139,0.0073,35698.82,19.0,10.0,5695500.0,2690000.0,678278.0,8.4,3.97,2025-05-01,2025-05-31,monthly,31,False,495.46,299763.16,21879.94,0.613,inkano,fable
InKano Eyre Drawstring Dress - sleeveless dress wanita midi dress wanita dengan drawstring pinggang [4],Berjalan,Iklan Produk,25022052499,GMV Max ROAS,Semua Penempatan,2024-07-11,40685.0,1612.0,0.039599999999999996,16.0,7.0,0.009899999999999999,0.0043,35027.33,16.0,7.0,3964100.0,1483000.0,560437.0,7.07,2.65,2025-05-01,2025-05-31,monthly,31,False,347.67,247756.25,18078.61,0.516,inkano,eyre
"InKano Seville - Sleeveless midi dress wanita bahan katun warna beige coklat muda, navy blue, pearl ivory, peanut coklat tua [4]",Berjalan,Iklan Produk,5318635917,GMV Max ROAS,Semua Penempatan,2025-05-13,40092.0,1119.0,0.0279,16.0,10.0,0.0143,0.0089,27478.08,16.0,10.0,3301700.0,2190000.0,439649.0,7.51,4.98,2025-05-01,2025-05-31,monthly,31,False,392.89,206356.25,14182.23,0.516,inkano,seville
"InKano - Ridge - Sleeveless maxi dress terbaru dengan style korea dan bahan rayon premium warna hitam, dusty lilac ungu muda, pink shades [4]",Berjalan,Iklan Produk,10979039292,GMV Max ROAS,Semua Penempatan,2024-07-10,37346.0,1267.0,0.0339,23.0,11.0,0.0182,0.0087,28437.05,23.0,11.0,5464800.0,2739000.0,654052.0,8.36,4.19,2025-05-01,2025-05-31,monthly,31,False,516.22,237600.0,21098.45,0.742,inkano,ridge
InKano Skylet - Sleeveless dress wanita minimalist maxi dress wanita dengan details crinkle texture dan straight cut,Berjalan,Iklan Produk,27176054532,GMV Max ROAS,Semua Penempatan,2025-02-15,37229.0,1692.0,0.0454,28.0,12.0,0.0165,0.0070999999999999995,25848.6,29.0,12.0,7621000.0,2708000.0,723761.0,10.53,3.74,2025-05-01,2025-05-31,monthly,31,False,427.75,262793.1,23347.13,0.935,inkano,skylet
InKano - Tessera - Kemeja rajut lengan panjang dengan details tekstur untuk atasan maupun outerwear,Berjalan,Iklan Produk,27612634424,GMV Max ROAS,Semua Penempatan,2024-10-02,36088.0,1313.0,0.0364,8.0,4.0,0.0060999999999999995,0.003,49010.75,8.0,4.0,2269750.0,1436000.0,392086.0,5.79,3.66,2025-05-01,2025-05-31,monthly,31,False,298.62,283718.75,12647.94,0.258,inkano,tessera
InKano - Glint Skirt - Rok wanita semi formal dengan pinggang karet elastis warna abu [4],Berjalan,Iklan Produk,21358379617,GMV Max ROAS,Semua Penempatan,2024-06-11,32965.0,1517.0,0.046,16.0,7.0,0.0105,0.0046,24045.45,16.0,7.0,2975450.0,1323000.0,384727.0,7.73,3.44,2025-05-01,2025-05-31,monthly,31,False,253.61,185965.62,12410.55,0.516,inkano,glint
InKano Faye - Sleeveless midi dress wanita 100% katun dengan details ikat,Berjalan,Iklan Produk,28884663826,GMV Max ROAS,Semua Penempatan,2025-04-24,25103.0,1092.0,0.0435,5.0,3.0,0.0046,0.0027,45582.64,5.0,3.0,1300500.0,937000.0,227913.0,5.71,4.11,2025-05-01,2025-05-31,monthly,31,False,208.71,260100.0,7352.03,0.161,inkano,faye
"InKano Bree - Sleeveless midi dress rayon warna putih, coklat beige, hijau olive, hijau sage, hitam [4]",Berjalan,Iklan Produk,8012587266,GMV Max ROAS,Semua Penempatan,2024-10-26,23844.0,1068.0,0.044800000000000006,10.0,3.0,0.009399999999999999,0.0028000000000000004,21187.93,10.0,3.0,2443500.0,753200.0,211879.0,11.53,3.55,2025-05-01,2025-05-31,monthly,31,False,198.39,244350.0,6834.81,0.323,inkano,bree
InKano Echo - Celana pendek parasut wanita full pinggang karet,Berjalan,Iklan Produk,27703225497,GMV Max ROAS,Semua Penempatan,2024-06-24,7299.0,314.0,0.043,5.0,3.0,0.0159,0.0096,22871.46,5.0,3.0,880100.0,507000.0,114357.0,7.7,4.43,2025-05-01,2025-05-31,monthly,31,False,364.19,176020.0,3688.94,0.161,inkano,echo
InKano - Thyme - Atasan rajut wanita dengan floral details untuk layering,Berjalan,Iklan Produk,40651650756,GMV Max ROAS,Semua Penempatan,2025-05-21,5306.0,114.0,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78419.0,0.0,0.0,2025-05-01,2025-05-31,monthly,31,False,687.89,,2529.65,,inkano,thyme
InKano Briette - Crop top wanita crop top outerwear wanita dengan details tali ikat [4],Berjalan,Iklan Produk,25575584031,GMV Max ROAS,Semua Penempatan,2024-06-08,5247.0,269.0,0.0513,6.0,5.0,0.0223,0.018600000000000002,11711.63,8.0,7.0,1472000.0,1263000.0,70270.0,20.95,17.97,2025-05-01,2025-05-31,monthly,31,False,261.23,184000.0,2266.77,0.258,inkano,briette
InKano Stripes Union- Oversized stripes cotton knit top with long sleeve bahan katun korean style,Berjalan,Iklan Produk,40401639592,GMV Max ROAS,Semua Penempatan,2025-05-21,3534.0,55.0,0.015600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48158.0,0.0,0.0,2025-05-01,2025-05-31,monthly,31,False,875.6,,1553.48,,inkano,stripes
InKano Ripple - Rok plisket wanita flowy pinggang karet [2],Berjalan,Iklan Produk,25439467291,GMV Max ROAS,Semua Penempatan,2024-12-16,847.0,47.0,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17456.0,0.0,0.0,2025-05-01,2025-05-31,monthly,31,False,371.4,,563.1,,inkano,ripple
InKano Fray - Celana wanita high waist relaxed fit,Berjalan,Iklan Produk,24991420380,GMV Max ROAS,Semua Penempatan,2025-02-15,297.0,16.0,0.053899999999999997,1.0,0.0,0.0625,0.0,1381.66,1.0,0.0,369000.0,0.0,1382.0,267.07,0.0,2025-05-01,2025-05-31,monthly,31,False,86.38,369000.0,44.58,0.032,inkano,fray
"InKano Piper - Sleeveless dress wanita dengan details pleats abstract, inner dress wanita layering",Berjalan,Iklan Produk,27179903627,GMV Max ROAS,Semua Penempatan,2025-04-14,72.0,4.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,2025-05-01,2025-05-31,monthly,31,False,34.5,,4.45,,inkano,piper
"InKano - Marri Dress - Sleeveless knit dress with texture details and viscose fabric, dress rajut wanita tanpa lengan",Dijeda,Iklan Produk,26268479785,GMV Max ROAS,Semua Penempatan,2024-11-25,134459.0,5654.0,0.042,58.0,18.0,0.0103,0.0032,29478.34,60.0,19.0,17951750.0,7581000.0,1709744.0,10.5,4.43,2025-05-01,2025-05-31,monthly,31,False,302.4,299195.83,55153.03,1.935,inkano,marri
InKano Hearth - Minimalist sleeveless dress wanita dengan details drape dan natural tone,Dijeda,Iklan Produk,29128168295,GMV Max ROAS,Semua Penempatan,2025-03-04,96170.0,4689.0,0.048799999999999996,45.0,17.0,0.0096,0.0036,24020.72,45.0,17.0,11476500.0,3973000.0,1080932.0,10.62,3.68,2025-05-01,2025-05-31,monthly,31,False,230.53,255033.33,34868.77,1.452,inkano,hearth
InKano - Rumme Top - atasan wanita linen blouse wanita longsleeves dengan details kerah drawstring [4],Dijeda,Iklan Produk,23289747436,GMV Max ROAS,Semua Penempatan,2024-06-11,87975.0,5368.0,0.061,42.0,13.0,0.0078000000000000005,0.0024,21253.91,42.0,13.0,8675400.0,2587000.0,892664.0,9.72,2.9,2025-05-01,2025-05-31,monthly,31,False,166.29,206557.14,28795.61,1.355,inkano,rumme
InKano Lowen - Relaxed dress wanita A Line dengan details floral lace,Dijeda,Iklan Produk,28828164827,GMV Max ROAS,Semua Penempatan,2025-03-04,87072.0,5566.0,0.0639,35.0,9.0,0.0063,0.0016,30846.78,38.0,11.0,10484190.0,3735700.0,1079637.0,9.71,3.46,2025-05-01,2025-05-31,monthly,31,False,193.97,275899.74,34827.0,1.226,inkano,lowen
InKano Bryony - Shirtdress wanita lengan panjang dengan bahan rayon premium dan full kancing depan.,Dijeda,Iklan Produk,27478179093,GMV Max ROAS,Semua Penempatan,2025-03-04,86772.0,3644.0,0.042,44.0,20.0,0.0121,0.0055000000000000005,32782.24,48.0,24.0,11962800.0,6456000.0,1442419.0,8.29,4.48,2025-05-01,2025-05-31,monthly,31,False,395.83,249225.0,46529.65,1.548,inkano,bryony
"InKano - Hill - Celana panjang rayon wanita dengan kantong dan pinggang karet warna sand coklat susu, hitam, muted blush soft pink, dusty blue, space blue indigo, marsala brick, hijau olive [6]",Dijeda,Iklan Produk,4846833586,GMV Max ROAS,Semua Penempatan,2025-02-08,71900.0,3268.0,0.0455,34.0,18.0,0.0104,0.0055000000000000005,31995.4,41.0,21.0,9812300.0,4555200.0,1087843.0,9.02,4.19,2025-05-01,2025-05-31,monthly,31,False,332.88,239324.39,35091.71,1.323,inkano,hill
InKano Trelis - Atasan rajut wanita stripes oversized,Dijeda,Iklan Produk,26626044035,GMV Max ROAS,Semua Penempatan,2025-02-15,67364.0,2533.0,0.037599999999999995,19.0,5.0,0.0075,0.002,40663.25,20.0,5.0,6136400.0,1645000.0,772602.0,7.94,2.13,2025-05-01,2025-05-31,monthly,31,False,305.01,306820.0,24922.65,0.645,inkano,trelis
InKano Twain - Outerwear wanita dengan details ikat dan abstract texture,Dijeda,Iklan Produk,24592150275,GMV Max ROAS,Semua Penempatan,2025-03-04,59917.0,1956.0,0.0326,52.0,14.0,0.026600000000000002,0.0072,28705.89,55.0,15.0,13141700.0,4020600.0,1492706.0,8.8,2.69,2025-05-01,2025-05-31,monthly,31,False,763.14,238940.0,48151.81,1.774,inkano,twain
InKano - Havelock Top - Atasan cropped rop wanita sleeveless crop blouse katun wanita [4],Dijeda,Iklan Produk,25509339092,GMV Max ROAS,Semua Penempatan,2024-11-04,55338.0,3049.0,0.055099999999999996,37.0,15.0,0.0121,0.0049,19788.98,38.0,15.0,6284150.0,2385000.0,732192.0,8.58,3.26,2025-05-01,2025-05-31,monthly,31,False,240.14,165372.37,23619.1,1.226,inkano,havelock
InKano Floral Slate - Rok midi wanita rok plisket dengan motif floral,Dijeda,Iklan Produk,28534574278,GMV Max ROAS,Semua Penempatan,2025-04-24,47416.0,1912.0,0.0403,28.0,9.0,0.0146,0.004699999999999999,34559.55,30.0,9.0,7194800.0,3041000.0,967667.0,7.44,3.14,2025-05-01,2025-05-31,monthly,31,False,506.1,239826.67,31215.06,0.968,inkano,floral
InKano Mist - Kemeja katun wanita relaxed oversized dengan details texture,Dijeda,Iklan Produk,27225985381,GMV Max ROAS,Semua Penempatan,2025-02-15,45446.0,2079.0,0.045700000000000005,19.0,7.0,0.0091,0.0034000000000000002,35981.28,19.0,7.0,3711050.0,1393000.0,683644.0,5.43,2.04,2025-05-01,2025-05-31,monthly,31,False,328.83,195318.42,22053.03,0.613,inkano,mist
InKano - Canvas Bag - Totebag canvas besar dan versatile dengan bahan canvas tebal,Dijeda,Iklan Produk,27923674175,GMV Max ROAS,Semua Penempatan,2025-01-18,44310.0,2660.0,0.06,24.0,15.0,0.009000000000000001,0.005600000000000001,19379.51,24.0,15.0,4579450.0,2685000.0,465108.0,9.85,5.77,2025-05-01,2025-05-31,monthly,31,False,174.85,190810.42,15003.48,0.774,inkano,canvas
InKano Hive - Midi dress wanita bahan rajut lengan pendek dengan texture waffle,Dijeda,Iklan Produk,25094452856,GMV Max ROAS,Semua Penempatan,2025-04-24,44000.0,856.0,0.0195,29.0,12.0,0.0339,0.013999999999999999,38866.34,31.0,14.0,7909600.0,3896000.0,1127124.0,7.02,3.46,2025-05-01,2025-05-31,monthly,31,False,1316.73,255148.39,36358.84,1.0,inkano,hive
InKano - Valley - Kemeja rayon wanita lengan pendek untuk kantor dan casual [2],Dijeda,Iklan Produk,25236554077,GMV Max ROAS,Semua Penempatan,2025-03-05,32141.0,1517.0,0.0472,35.0,16.0,0.0231,0.0105,14631.92,38.0,18.0,5704200.0,2281500.0,512117.0,11.14,4.46,2025-05-01,2025-05-31,monthly,31,False,337.59,150110.53,16519.9,1.226,inkano,valley
"InKano - Volca Dress - Washed knitted dress, everyday sleeveless dress wanita bahan katun knit [5]",Dijeda,Iklan Produk,25471126885,GMV Max ROAS,Semua Penempatan,2025-03-05,30656.0,1186.0,0.0387,29.0,10.0,0.0245,0.0084,23414.79,29.0,10.0,7021750.0,2528500.0,679029.0,10.34,3.72,2025-05-01,2025-05-31,monthly,31,False,572.54,242129.31,21904.16,0.935,inkano,volca
"InKano - Pasture - Kemeja wanita blouse lengan panjang full kancing bahan rayon warna Black, Latte, Marsala [5]",Dijeda,Iklan Produk,14876963468,GMV Max ROAS,Semua Penempatan,2024-11-06,30532.0,1120.0,0.036699999999999997,24.0,13.0,0.021400000000000002,0.0116,21692.44,24.0,13.0,4647300.0,2328300.0,520618.0,8.93,4.47,2025-05-01,2025-05-31,monthly,31,False,464.84,193637.5,16794.13,0.774,inkano,pasture
"InKano - Pome Skort - Skort wanita warna offwhite, taupe, dan black [5]",Dijeda,Iklan Produk,20192284890,GMV Max ROAS,Semua Penempatan,2025-03-05,29169.0,2025.0,0.0694,11.0,4.0,0.0054,0.002,25856.9,11.0,4.0,1784220.0,477420.0,284426.0,6.27,1.68,2025-05-01,2025-05-31,monthly,31,False,140.46,162201.82,9175.03,0.355,inkano,pome
InKano - Maxie Shirt [5],Dijeda,Iklan Produk,24866947259,GMV Max ROAS,Semua Penempatan,2025-03-05,29143.0,1716.0,0.058899999999999994,13.0,5.0,0.0076,0.0029,28702.46,13.0,5.0,2201540.0,572500.0,373132.0,5.9,1.53,2025-05-01,2025-05-31,monthly,31,False,217.44,169349.23,12036.52,0.419,inkano,maxie
"InKano - Two-Tone Petal - Atasan rajut wanita sleeveless dengan details two tone, hemming bunga, dan bahan viscose rajut yang lembut",Dijeda,Iklan Produk,28412764733,GMV Max ROAS,Semua Penempatan,2024-10-02,21025.0,839.0,0.039900000000000005,12.0,4.0,0.0143,0.0048,19324.52,12.0,4.0,2540500.0,896400.0,231894.0,10.96,3.87,2025-05-01,2025-05-31,monthly,31,False,276.39,211708.33,7480.45,0.387,inkano,two
